Id,Date,RoomType,RoomTypeCode,RoomPrice,NumberOfBookings,NumberOfOccupents,DailyRevenue,RoomCategory,RoomCategoryCode,EventName,EventType,EventTypeCode,Demography,DemographyCode,EventShowtime,ShowTimeCode,EventLocation,EventLocationcode,HotelName,HotelLocation,Facilities
1511,30/10/2022,Superior King Room,2,33200,27,1,896400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1512,30/10/2022,Superior Twin Room,1,34400,25,2,860000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1513,30/10/2022,Premium Double Room,3,37700,14,4,527800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1514,30/10/2022,Executive Room,4,48200,11,5,530200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1515,30/10/2022,Cilantro Suite,5,64400,9,6,579600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1516,31/10/2022,Superior King Room,2,33400,24,1,801600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1517,31/10/2022,Superior Twin Room,1,34300,24,2,823200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1518,31/10/2022,Premium Double Room,3,37400,17,4,635800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1519,31/10/2022,Executive Room,4,48400,10,5,484000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1520,31/10/2022,Cilantro Suite,5,64200,11,6,706200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1521,01/11/2022,Superior King Room,2,34100,22,1,750200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1522,01/11/2022,Superior Twin Room,1,35600,25,2,890000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1523,01/11/2022,Premium Double Room,3,38600,11,4,424600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1524,01/11/2022,Executive Room,4,49400,8,5,395200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1525,01/11/2022,Cilantro Suite,5,65300,3,6,195900,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1526,02/11/2022,Superior King Room,2,34300,24,1,823200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1527,02/11/2022,Superior Twin Room,1,35800,28,2,1002400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1528,02/11/2022,Premium Double Room,3,38400,13,4,499200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1529,02/11/2022,Executive Room,4,49200,10,5,492000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1530,02/11/2022,Cilantro Suite,5,65400,2,6,130800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1531,03/11/2022,Superior King Room,2,34200,26,1,889200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1532,03/11/2022,Superior Twin Room,1,35500,27,2,958500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1533,03/11/2022,Premium Double Room,3,38500,14,4,539000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1534,03/11/2022,Executive Room,4,49700,9,5,447300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1535,03/11/2022,Cilantro Suite,5,65600,4,6,262400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1536,04/11/2022,Superior King Room,2,34400,27,1,928800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1537,04/11/2022,Superior Twin Room,1,35700,29,2,1035300,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1538,04/11/2022,Premium Double Room,3,38600,12,4,463200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1539,04/11/2022,Executive Room,4,49500,11,5,544500,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1540,04/11/2022,Cilantro Suite,5,65700,5,6,328500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1541,05/11/2022,Superior King Room,2,34500,23,1,793500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1542,05/11/2022,Superior Twin Room,1,35600,26,2,925600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1543,05/11/2022,Premium Double Room,3,38300,10,4,383000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1544,05/11/2022,Executive Room,4,49600,10,5,496000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1545,05/11/2022,Cilantro Suite,5,65800,3,6,197400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1546,06/11/2022,Superior King Room,2,34600,25,1,865000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1547,06/11/2022,Superior Twin Room,1,35800,28,2,1002400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1548,06/11/2022,Premium Double Room,3,38400,16,4,614400,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1549,06/11/2022,Executive Room,4,49200,8,5,393600,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1550,06/11/2022,Cilantro Suite,5,65200,2,6,130400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1551,07/11/2022,Superior King Room,2,34200,24,1,820800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1552,07/11/2022,Superior Twin Room,1,35400,26,2,920400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1553,07/11/2022,Premium Double Room,3,38100,14,4,533400,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1554,07/11/2022,Executive Room,4,49300,10,5,493000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1555,07/11/2022,Cilantro Suite,5,65400,6,6,392400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1556,08/11/2022,Superior King Room,2,34300,26,1,891800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1557,08/11/2022,Superior Twin Room,1,35800,25,2,895000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1558,08/11/2022,Premium Double Room,3,38500,12,4,462000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1559,08/11/2022,Executive Room,4,49500,11,5,544500,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1560,08/11/2022,Cilantro Suite,5,65600,2,6,131200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1561,09/11/2022,Superior King Room,2,34100,22,1,750200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1562,09/11/2022,Superior Twin Room,1,35600,29,2,1032400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1563,09/11/2022,Premium Double Room,3,38200,11,4,420200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1564,09/11/2022,Executive Room,4,49700,9,5,447300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1565,09/11/2022,Cilantro Suite,5,65200,3,6,195600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1566,10/11/2022,Superior King Room,2,34400,28,1,963200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1567,10/11/2022,Superior Twin Room,1,35500,27,2,958500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1568,10/11/2022,Premium Double Room,3,38700,13,4,503100,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1569,10/11/2022,Executive Room,4,49100,10,5,491000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1570,10/11/2022,Cilantro Suite,5,65300,2,6,130600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1571,11/11/2022,Superior King Room,2,34700,25,1,867500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1572,11/11/2022,Superior Twin Room,1,35700,26,2,928200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1573,11/11/2022,Premium Double Room,3,38600,14,4,540400,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1574,11/11/2022,Executive Room,4,49200,11,5,541200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1575,11/11/2022,Cilantro Suite,5,65100,5,6,325500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1576,12/11/2022,Superior King Room,2,34600,26,1,899600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1577,12/11/2022,Superior Twin Room,1,35800,28,2,1002400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1578,12/11/2022,Premium Double Room,3,38800,10,4,388000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1579,12/11/2022,Executive Room,4,49500,8,5,396000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1580,12/11/2022,Cilantro Suite,5,65700,4,6,262800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1581,13/11/2022,Superior King Room,2,34500,24,1,828000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1582,13/11/2022,Superior Twin Room,1,35900,25,2,897500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1583,13/11/2022,Premium Double Room,3,38700,15,4,580500,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1584,13/11/2022,Executive Room,4,49600,10,5,496000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1585,13/11/2022,Cilantro Suite,5,65500,2,6,131000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1586,14/11/2022,Superior King Room,2,34800,23,1,800400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1587,14/11/2022,Superior Twin Room,1,35400,26,2,920400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1588,14/11/2022,Premium Double Room,3,38400,12,4,460800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1589,14/11/2022,Executive Room,4,49300,9,5,443700,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1590,14/11/2022,Cilantro Suite,5,65600,6,6,393600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1591,15/11/2022,Superior King Room,2,34700,27,1,936900,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1592,15/11/2022,Superior Twin Room,1,35300,28,2,988400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1593,15/11/2022,Premium Double Room,3,38300,16,4,612800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1594,15/11/2022,Executive Room,4,49100,7,5,343700,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1595,15/11/2022,Cilantro Suite,5,65400,3,6,196200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1596,16/11/2022,Superior King Room,2,34600,22,1,761200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1597,16/11/2022,Superior Twin Room,1,35500,27,2,958500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1598,16/11/2022,Premium Double Room,3,38700,10,4,387000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1599,16/11/2022,Executive Room,4,49500,10,5,495000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1600,16/11/2022,Cilantro Suite,5,65700,5,6,328500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1601,17/11/2022,Superior King Room,2,34300,25,1,857500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1602,17/11/2022,Superior Twin Room,1,35200,26,2,915200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1603,17/11/2022,Premium Double Room,3,38200,11,4,420200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1604,17/11/2022,Executive Room,4,49700,9,5,447300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1605,17/11/2022,Cilantro Suite,5,65800,2,6,131600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1606,18/11/2022,Superior King Room,2,34500,23,1,793500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1607,18/11/2022,Superior Twin Room,1,35400,25,2,885000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1608,18/11/2022,Premium Double Room,3,38300,14,4,536200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1609,18/11/2022,Executive Room,4,49600,7,5,347200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1610,18/11/2022,Cilantro Suite,5,65400,3,6,196200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1611,19/11/2022,Superior King Room,2,34600,24,1,830400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1612,19/11/2022,Superior Twin Room,1,35100,29,2,1017900,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1613,19/11/2022,Premium Double Room,3,38600,12,4,463200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1614,19/11/2022,Executive Room,4,49500,11,5,544500,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1615,19/11/2022,Cilantro Suite,5,65600,5,6,328000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1616,20/11/2022,Superior King Room,2,34700,27,1,936900,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1617,20/11/2022,Superior Twin Room,1,35600,25,2,890000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1618,20/11/2022,Premium Double Room,3,38400,13,4,499200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1619,20/11/2022,Executive Room,4,49600,10,5,496000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1620,20/11/2022,Cilantro Suite,5,65200,4,6,260800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1621,21/11/2022,Superior King Room,2,34500,25,1,862500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1622,21/11/2022,Superior Twin Room,1,35700,28,2,999600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1623,21/11/2022,Premium Double Room,3,38700,10,4,387000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1624,21/11/2022,Executive Room,4,49500,8,5,396000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1625,21/11/2022,Cilantro Suite,5,65100,2,6,130200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1626,22/11/2022,Superior King Room,2,34800,22,1,765600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
